交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2018/10/26,TXO,201903  ,11800.0000,賣權,-,-,-,-,0,2420,14,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,11800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,12000.0000,買權,6.9,8,6.9,8,95,8,1068,7.5,57,77,6.9,,一般,
2018/10/26,TXO,201903  ,12000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,12000.0000,賣權,-,-,-,-,0,2620,1,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,12000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,12200.0000,買權,6.7,6.7,6,6,3,6,64,0.4,10,51,6,,一般,
2018/10/26,TXO,201903  ,12200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,12200.0000,賣權,-,-,-,-,0,2820,1,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,12200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,12400.0000,買權,4.9,4.9,4.9,4.9,26,4.9,172,0.2,55,37,4.9,,一般,
2018/10/26,TXO,201903  ,12400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,12400.0000,賣權,-,-,-,-,0,3020,0,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,12400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,12600.0000,買權,-,-,-,-,0,2.4,70,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,12600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,12600.0000,賣權,-,-,-,-,0,3220,5,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,12600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,12800.0000,買權,-,-,-,-,0,1.6,77,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,12800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,12800.0000,賣權,-,-,-,-,0,3410,4,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,12800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,13000.0000,買權,3.1,3.1,3.1,3.1,3,1,116,0.1,53,50,2.2,,一般,
2018/10/26,TXO,201903  ,13000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,13000.0000,賣權,-,-,-,-,0,3610,2,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,13000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,13200.0000,買權,-,-,-,-,0,0.7,52,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,13200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,13200.0000,賣權,-,-,-,-,0,3810,23,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,13200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,13400.0000,買權,-,-,-,-,0,0.4,938,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,13400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201903  ,13400.0000,賣權,-,-,-,-,0,4010,0,-,-,-,-,,一般,
2018/10/26,TXO,201903  ,13400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,7600.0000,買權,-,-,-,-,0,1850,0,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,7600.0000,賣權,123,127,121,127,18,127,17,52,125,127,121,,一般,
2018/10/26,TXO,201906  ,7800.0000,買權,-,-,-,-,0,1670,0,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,7800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,7800.0000,賣權,126,151,126,137,97,146,226,144,148,180,52,,一般,
2018/10/26,TXO,201906  ,7800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,8000.0000,買權,-,-,-,-,0,1490,0,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,8000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,8000.0000,賣權,154,177,154,169,11,169,76,169,174,177,37.5,,一般,
2018/10/26,TXO,201906  ,8000.0000,賣權,148,148,148,148,1,-,-,93,1040,168,37.5,,盤後,
2018/10/26,TXO,201906  ,8200.0000,買權,-,-,-,-,0,1320,2,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,8200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,8200.0000,賣權,198,212,192,195,177,195,353,120,208,212,71,,一般,
2018/10/26,TXO,201906  ,8200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,8400.0000,買權,-,-,-,-,0,1170,1,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,8400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,8400.0000,賣權,213,253,205,245,49,245,131,225,249,299,50,,一般,
2018/10/26,TXO,201906  ,8400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,8600.0000,買權,-,-,-,-,0,1010,5,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,8600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,8600.0000,賣權,244,308,244,308,72,283,241,265,300,381,40.5,,一般,
2018/10/26,TXO,201906  ,8600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,8800.0000,買權,-,-,-,-,0,860,2,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,8800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,8800.0000,賣權,300,361,300,330,18,330,68,319,352,361,67,,一般,
2018/10/26,TXO,201906  ,8800.0000,賣權,305,305,305,305,1,-,-,160,600,334,67,,盤後,
2018/10/26,TXO,201906  ,9000.0000,買權,-,-,-,-,0,740,11,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,9000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,9000.0000,賣權,349,431,349,408,25,408,116,383,418,431,77,,一般,
2018/10/26,TXO,201906  ,9000.0000,賣權,353,353,353,353,2,-,-,250,1000,396,77,,盤後,
2018/10/26,TXO,201906  ,9200.0000,買權,580,585,580,585,11,600,17,580,615,1550,106,,一般,
2018/10/26,TXO,201906  ,9200.0000,買權,945,945,945,945,1,-,-,232,895,1550,106,,盤後,
2018/10/26,TXO,201906  ,9200.0000,賣權,426,456,426,456,6,469,158,458,480,470,91,,一般,
2018/10/26,TXO,201906  ,9200.0000,賣權,422,422,422,422,1,-,-,280,-,470,91,,盤後,
2018/10/26,TXO,201906  ,9400.0000,買權,462,462,462,462,2,483,26,465,500,780,462,,一般,
2018/10/26,TXO,201906  ,9400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,9400.0000,賣權,510,580,500,550,17,550,117,545,570,580,100,,一般,
2018/10/26,TXO,201906  ,9400.0000,賣權,515,515,515,515,1,-,-,317,-,540,100,,盤後,
2018/10/26,TXO,201906  ,9600.0000,買權,373,390,373,390,4,398,41,370,402,1420,373,,一般,
2018/10/26,TXO,201906  ,9600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,9600.0000,賣權,605,680,605,665,8,665,205,645,670,680,129,,一般,
2018/10/26,TXO,201906  ,9600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,9800.0000,買權,320,320,273,296,18,296,22,285,319,875,273,,一般,
2018/10/26,TXO,201906  ,9800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,9800.0000,賣權,785,785,780,780,6,760,77,760,785,785,155,,一般,
2018/10/26,TXO,201906  ,9800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,10000.0000,買權,260,260,209,231,51,231,79,219,234,1070,209,,一般,
2018/10/26,TXO,201906  ,10000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,10000.0000,賣權,925,925,925,925,2,895,86,890,910,925,192,,一般,
2018/10/26,TXO,201906  ,10000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,10200.0000,買權,210,210,161,173,19,173,36,162,175,650,161,,一般,
2018/10/26,TXO,201906  ,10200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,10200.0000,賣權,-,-,-,-,0,1040,18,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,10200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,10400.0000,買權,154,154,120,125,47,125,105,115,128,770,120,,一般,
2018/10/26,TXO,201906  ,10400.0000,買權,148,152,148,152,17,-,-,142,155,770,139,,盤後,
2018/10/26,TXO,201906  ,10400.0000,賣權,-,-,-,-,0,1190,50,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,10400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,10600.0000,買權,109,112,85,92,22,92,279,93,103,645,85,,一般,
2018/10/26,TXO,201906  ,10600.0000,買權,112,115,99,115,12,-,-,91,118,645,99,,盤後,
2018/10/26,TXO,201906  ,10600.0000,賣權,-,-,-,-,0,1350,25,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,10600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,10800.0000,買權,80,80,63,69,39,69,156,66,130,535,63,,一般,
2018/10/26,TXO,201906  ,10800.0000,買權,80,97,80,97,3,-,-,61,97,535,73,,盤後,
2018/10/26,TXO,201906  ,10800.0000,賣權,-,-,-,-,0,1530,21,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,10800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,11000.0000,買權,55,57,47,49.5,44,49.5,222,47.5,68,430,47,,一般,
2018/10/26,TXO,201906  ,11000.0000,買權,60,60,50,50,9,-,-,49,61,430,50,,盤後,
2018/10/26,TXO,201906  ,11000.0000,賣權,-,-,-,-,0,1710,9,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,11000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,11200.0000,買權,36,36,32.5,35,18,35,116,27.5,40,333,32.5,,一般,
2018/10/26,TXO,201906  ,11200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,11200.0000,賣權,-,-,-,-,0,1890,6,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,11200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,11400.0000,買權,30,30,28,28,3,28,388,15,44.5,257,28,,一般,
2018/10/26,TXO,201906  ,11400.0000,買權,31,31,31,31,2,-,-,10,500,257,30.5,,盤後,
2018/10/26,TXO,201906  ,11400.0000,賣權,-,-,-,-,0,2090,5,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,11400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,11600.0000,買權,22,22,22,22,1,22,78,21,74,190,22,,一般,
2018/10/26,TXO,201906  ,11600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,11600.0000,賣權,-,-,-,-,0,2280,4,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,11600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,11800.0000,買權,18,18,18,18,2,18,29,2.3,69,141,18,,一般,
2018/10/26,TXO,201906  ,11800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,11800.0000,賣權,-,-,-,-,0,2470,40,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,11800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,12000.0000,買權,15,15,13.5,15,5,15,134,1.3,29.5,102,13.5,,一般,
2018/10/26,TXO,201906  ,12000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,12000.0000,賣權,-,-,-,-,0,2670,2,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,12000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,12200.0000,買權,13,13,13,13,1,13,50,10,63,72,13,,一般,
2018/10/26,TXO,201906  ,12200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,12200.0000,賣權,-,-,-,-,0,2870,2,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,12200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,12400.0000,買權,10,10,10,10,10,10,33,10,61,52,10,,一般,
2018/10/26,TXO,201906  ,12400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,12400.0000,賣權,-,-,-,-,0,3060,1,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,12400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,12600.0000,買權,9.3,9.3,9.3,9.3,1,9.3,26,0.6,59,36.5,7.6,,一般,
2018/10/26,TXO,201906  ,12600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,12600.0000,賣權,-,-,-,-,0,3260,0,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,12600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,12800.0000,買權,-,-,-,-,0,8.8,7,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,12800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,12800.0000,賣權,-,-,-,-,0,3460,4,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,12800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,13000.0000,買權,-,-,-,-,0,8.2,78,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,13000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,13000.0000,賣權,-,-,-,-,0,3660,2,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,13000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,13200.0000,買權,-,-,-,-,0,7.6,32,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,13200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,13200.0000,賣權,-,-,-,-,0,3860,2,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,13200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,13400.0000,買權,5.8,5.8,5.8,5.8,4,5.8,14,1.7,55,9,5.8,,一般,
2018/10/26,TXO,201906  ,13400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2018/10/26,TXO,201906  ,13400.0000,賣權,-,-,-,-,0,4050,2,-,-,-,-,,一般,
2018/10/26,TXO,201906  ,13400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
